Facility_Name,Ministry_Market,Ministry,Address_1,Address_2,City,State,Zip_Code,Phone_Number,County,Facility_Type,Business_Entity,Facility_Status
"Ascension St. Francis at West Rawson Ave, Imaging",Ascension Wisconsin,WIGLE,7400 W.  RAWSON AVE,NULL,FRANKLIN,WI,53132,414-427-2380,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension St. Francis at West Rawson Avenue, Oncology",NULL,WIGLE,7400 W. RAWSON AVE,NULL,FRANKLIN,WI,53132,414-427-2380,MILWAUKEE,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group at West Rawson Ave,NULL,WIGLE,7400 W. RAWSON AVE,NULL,FRANKLIN,WI,53132,414-427-2380,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at West Rawson Ave - Neurology,NULL,WIGLE,7400 W. RAWSON AVE,NULL,FRANKLIN,WI,53132,414-427-2380,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension St. Francis at West Rawson Avenue,Ascension Wisconsin,WIGLE,7400 W. RAWSON AVE,NULL,FRANKLIN,WI,53132,414-427-2380,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Elwood Immediate Care and Occupational Health,NULL,ININD,7408 WEST STATE ROAD 28,SUITE 1,ELWOOD,IN,46036,765-557-2240,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Elwood Primary Care,NULL,ININD,7408 WEST STATE ROAD 28,SUITE 1,ELWOOD,IN,46036,765-557-2240,NULL,Outpatient Clinic,NULL,ACTIVE
Saint Thomas Heart - Smyrna,Ascension Tennessee,TNNAS,741 PRESIDENT PLACE,SUITE 110,SMYRNA,TN,37167,615-223-0013,RUTHERFORD,Outpatient Clinic,Ascension Medical Group,ACTIVE
Associated Neurologists of Southern Connecticut (Fairfield),Ascension Connecticut,CTBRI,75 KINGS HWY E FL 5,NULL,FAIRFIELD,CT,6825,203-333-1133,FAIRFIELD,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Pendleton Family Medicine,NULL,ININD,75 VILLAGE DRIVE,NULL,PENDLETON,IN,46064,765-778-0913,NULL,Outpatient Clinic,NULL,ACTIVE
MSG - The Cardiology Group - West Haven,Ascension Connecticut,CTBRI,755 CAMPBELL AVENUE,NULL,WEST HAVEN,CT,6516,203-773-3055,NEW HAVEN,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Dickson - Neurosurgery,Ascension Tennessee,TNNAS,758 TENNESSEE 46,NULL,DICKSON,TN,37055,615-327-9543,DICKSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Peyton Manning Children's Hospital - Pediatric Orthopedic Surgery Fort Wayne,NULL,NULL,7601 WEST JEFFERSON BOULEVARD,NULL,FORT WAYNE,IN,46804,260-436-8686,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
"CPFC – Norwalk, Main Ave",Ascension Connecticut,CTBRI,761 MAIN AVE,202,NORWALK,CT,6851,203-663-7900,FAIRFIELD,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension St. John Hospital Hadesman Internal Medicine,Ascension Michigan,MIDET,7633 EAST JEFFERSON AVENUE,SUITE 290,DETROIT,MI,48214,313-499-4890,WAYNE,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension St. John Detroit Riverview Center,Ascension Michigan,MIDET,7633 EAST JEFFERSON AVENUE,NULL,DETROIT,MI,48214,866-501-3627,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Sacred Heart Foundation - Miramar Beach,Ascension Florida,FLPEN,7700 U.S. HIGHWAY 98 WEST,SUITE 300,SANTA ROSA BEACH,FL,32459,850-416-4660,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group Sacred Heart Cardiology at Miramar Beach,Ascension Florida,FLPEN,7720 U.S. HIGHWAY 98 WEST,SUITE 110,MIRAMAR BEACH,FL,32550,850-267-1603,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group Sacred Heart Rheumatology at Miramar Beach,Ascension Florida,FLPEN,7720 U.S. HIGHWAY 98 WEST,NULL,MIRAMAR BEACH,FL,32550,850-278-3742,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Sacred Heart Hospital Emerald Coast Outpatient Draw Station,Ascension Florida,FLPEN,7800 U.S. HIGHWAY 98 WEST,NULL,MIRAMAR BEACH,FL,32550,850-278-3530,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group - St. Vincent - Fort Branch OB/Gyn,NULL,INEVA,7839 SOUTH PROFESSIONAL DRIVE,NULL,FORT BRANCH,IN,47648,812-753-5950,NULL,Outpatient Clinic,NULL,ACTIVE
Saint Thomas Medical Partners - Clarksville - Neurosurgery,Ascension Tennessee,TNNAS,787 WEATHERLY DRIVE,SUITE 200,CLARKSVILLE,TN,37043,615-327-9543,MONTGOMERY,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Howell Allen Clinic - Clarksville,Ascension Tennessee,TNNAS,787 WEATHERLY DRIVE,SUITE 200,CLARKSVILLE,TN,37043,615-327-9543,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Heart - Brentwood,Ascension Tennessee,TNNAS,789 OLD HICKORY BOULEVARD,NULL,BRENTWOOD,TN,37027,615-565-6870,WILLIAMSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Borgess Hospital DeLano Clinic,Ascension Michigan,MIKAL,7895 CURRIER DRIVE,SUITE 2,PORTAGE,MI,49002,269-321-7090,KALAMAZOO,Outpatient Clinic,Ascension Enterprise,ACTIVE
Endoscopy & Surgery Center at Woodbridge Hills,Ascension Michigan,MIKAL,7901 ANGLING ROAD,NULL,PORTAGE,MI,49024,269-324-8406,KALAMAZOO,Outpatient Clinic,Ascension Enterprise,ACTIVE
Saint Thomas Medical Partners - Brentwood,Ascension Tennessee,TNNAS,791 OLD HICKORY BOULEVARD,NULL,BRENTWOOD,TN,37027,629-888-5125,WILLIAMSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Brentwood - Dietitian,Ascension Tennessee,TNNAS,791 OLD HICKORY BOULEVARD,NULL,BRENTWOOD,TN,37027,629-888-5125,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Brentwood - Primary Care,Ascension Tennessee,TNNAS,791 OLD HICKORY BOULEVARD,NULL,BRENTWOOD,TN,37027,629-888-5125,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Brentwood - Walk-In Care,Ascension Tennessee,TNNAS,791 OLD HICKORY BOULEVARD,NULL,BRENTWOOD,TN,37027,629-888-5125,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension St. Mary's Diabetes Education Center,Ascension Michigan,MISAG,800 SOUTH WASHINGTON AVENUE,FLOOR 2,SAGINAW,MI,48601,989-907-8575,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension St. Mary's Hospital Sleep Medicine,Ascension Michigan,MISAG,800 SOUTH WASHINGTON AVENUE,NULL,SAGINAW,MI,48601,989-497-3138,SAGINAW,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension St. Mary's Hospital Heart Care,Ascension Michigan,MISAG,800 SOUTH WASHINGTON AVENUE,NULL,SAGINAW,MI,48601,989-907-8000,SAGINAW,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension St. Mary's Hospital Seton Cancer Institute - Saginaw,Ascension Michigan,MISAG,800 SOUTH WASHINGTON AVENUE,NULL,SAGINAW,MI,48601,989-907-8115,SAGINAW,Outpatient Clinic,Ascension Enterprise,ACTIVE
St. Vincent's NeuroSpine Center,Ascension Alabama,ALBIR,800 ST. VINCENT'S DRIVE,#710,BIRMINGHAM,AL,35205,205-558-3636,JEFFERSON,Outpatient Clinic,Ascension Enterprise,ACTIVE
St. Vincent's Cardiology Specialists of Birmingham,Ascension Alabama,ALBIR,800 ST. VINCENT'S DRIVE,"NORTH TOWER, SUITE 510",BIRMINGHAM,AL,35205,205-939-7100,JEFFERSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Borgess Hospital Pulmonary & Sleep Medicine at Angling,Ascension Michigan,MIKAL,8001 ANGLING ROAD,NULL,PORTAGE,MI,49024,269-226-7081,KALAMAZOO,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Columbia St. Mary's Milwaukee at Gateway,NULL,WIMIL,801 S. 70TH ST.,NULL,WEST ALLIS,WI,53214,414-773-6600,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Family Medicine,NULL,INEVA,801 SAINT MARYS DRIVE,SUITE 110E,EVANSVILLE,IN,47714,812-485-1895,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Primary Care at Saint Marys,NULL,INEVA,801 SAINT MARYS DRIVE,SUITE 505E,EVANSVILLE,IN,47714,812-491-3236,NULL,Outpatient Clinic,NULL,ACTIVE
Providence Family Physicians - Semmes (APHS),Ascension Alabama,ALMOB,8010 MOFFET RD.,NULL,SEMMES,AL,36575,251-645-8946,MOBILE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Oak Creek, Internal Medicine",Ascension Wisconsin,WIGLE,8020 S. HOWELL AVE,NULL,OAK CREEK,WI,53154,414-647-3920,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Oak Creek, Radiology",Ascension Wisconsin,WIGLE,8020 S. HOWELL AVE,NULL,OAK CREEK,WI,53154,414-647-3920,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Oak Creek, Cardiology",Ascension Wisconsin,WIGLE,8020 S. HOWELL AVE,NULL,OAK CREEK,WI,53154,414-647-3920,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Oak Creek, Counseling",Ascension Wisconsin,WIGLE,8020 S. HOWELL AVE,NULL,OAK CREEK,WI,53154,414-647-3920,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Oak Creek, Electrophysiology",Ascension Wisconsin,WIGLE,8020 S. HOWELL AVE,NULL,OAK CREEK,WI,53154,414-647-3920,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Oak Creek, Family Medicine",Ascension Wisconsin,WIGLE,8020 S. HOWELL AVE,NULL,OAK CREEK,WI,53154,414-647-3920,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at Oak Creek,NULL,WIGLE,8020 S. HOWELL AVE,NULL,OAK CREEK,WI,53154,414-647-3920,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Oak Creek, Rheumatology",Ascension Wisconsin,WIGLE,8020 S. HOWELL AVE,NULL,OAK CREEK,WI,53154,414-647-3920,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Standish Hospital Development Fund,Ascension Michigan,MISAG,805 WEST CEDAR STREET,NULL,STANDISH,MI,48658,989-846-3446,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
St. Vincent's Gynecology Partners,Ascension Alabama,ALBIR,806 SAINT VINCENTS DR STE 430 WOMENS AND CHILDREN,NULL,BIRMINGHAM,AL,35205,205-939-2806,JEFFERSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Birmingham Neurosurgery and Spine Group, PC",Ascension Alabama,ALBIR,806 ST. VINCENT'S DRIVE,SUITE 450,BIRMINGHAM,AL,35205,205-986-5200,JEFFERSON,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group - St. Vincent - Newburgh Primary Care,NULL,INEVA,8077 ROSE HILL DRIVE,NULL,NEWBURGH,IN,47630,812-853-7363,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Indianapolis Center for Prenatal Diagnosis,NULL,ININD,8081 TOWNSHIP LINE ROAD,SUITE 200,INDIANAPOLIS,IN,46260,317-415-8070,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Indianapolis Center for Maternal Fetal Medicine,NULL,ININD,8081 TOWNSHIP LINE ROAD,SUITE 203,INDIANAPOLIS,IN,46260,317-415-8100,NULL,Outpatient Clinic,NULL,ACTIVE
Peyton Manning Children's Hospital - Indianapolis Pediatrics,NULL,ININD,8091 TOWNSHIP LINE ROAD,SUITE 105,INDIANAPOLIS,IN,46260,317-415-8050,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group - St. Vincent - Brownsburg OB/Gyn,NULL,ININD,8091 TOWNSHIP LINE ROAD,SUITE 201,INDIANAPOLIS,IN,46260,317-415-8044,NULL,Outpatient Clinic,NULL,ACTIVE
St. Vincent's Advanced Wound Center - Birmingham,Ascension Alabama,ALBIR,810 SAINT VINCENTS DR,NULL,BIRMINGHAM,AL,35205,205-939-7115,JEFFERSON,Outpatient Clinic,Ascension Enterprise,ACTIVE
St. Vincent's Diabetes Education Center,Ascension Alabama,ALBIR,810 SAINT VINCENTS DR,NULL,BIRMINGHAM,AL,35205,205-939-7248,JEFFERSON,Outpatient Clinic,Ascension Enterprise,ACTIVE
St. Vincent's Family Care - Trussville,Ascension Alabama,ALBIR,810 SAINT VINCENTS DR,NULL,BIRMINGHAM,AL,35205,NULL,JEFFERSON,Outpatient Clinic,Ascension Medical Group,RETIRED
Ascension St. Vincent Cardiology Clinic,NULL,ININD,810 SOUTH 6TH STREET,SUITE I,MONTICELLO,IN,47960,574-583-1771,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension St. Vincent Medication Management Indianapolis,NULL,ININD,8220 NAAB ROAD,SUITE 102,INDIANAPOLIS,IN,46260,317-338-8700,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Sacred Heart Walk-In Care at Walgreens - Navarre,Ascension Florida,FLPEN,8220 NAVARRE PARKWAY,NULL,NAVARRE,FL,32566,850-416-2337,SANTA ROSA,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Genesys Hospital Sleep Disorder Center,NULL,MIGRA,8220 SOUTH SAGINAW STREET,SUITE 700,GRAND BLANC,MI,48439,810-695-0352,GENESEE,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension ENT - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVE,NULL,STEVENS POINT,WI,54481,NULL,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Audiology - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVE,NULL,STEVENS POINT,WI,54481,715-342-6637,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Dermatology - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVE,NULL,STEVENS POINT,WI,54481,715-346-5000,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Anticoag - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVE,NULL,STEVENS POINT,WI,54481,715-346-5000,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Cardiology - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVE,NULL,STEVENS POINT,WI,54481,NULL,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Gastroenterology - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVE,NULL,STEVENS POINT,WI,54481,NULL,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Ministry Saint Michaels Hospital Cancer Center,Ascension Wisconsin,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Palliative Care - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension General Surgery - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Infectious Diseases - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Orthopedics - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Pediatrics Behavioral Health - Stevens Point,NULL,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Family Medicine - Stevens Point,NULL,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Pulmonology - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Wound Care - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Internal Medicine - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - Illinois Avenue,Ascension Wisconsin,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Nephrology - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Neurology - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension OB/GYN-Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Oncology - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Pediatrics - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Podiatry - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Psychiatry - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Psychology - Stevens Point,Ascension Wisconsin,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Endo-Stevens Point,NULL,WIAPP,824 ILLINOIS AVENUE,NULL,STEVENS POINT,WI,54481,715-342-7900,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Saukville,NULL,WIMIL,830 E. GREEN BAY AVENUE,NULL,SAUKVILLE,WI,53080,262-268-0606,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Saukville - Primary Care,NULL,WIMIL,830 E. GREEN BAY AVENUE,NULL,SAUKVILLE,WI,53080,262-268-0606,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Saukville - Urgent Care,NULL,WIMIL,830 E. GREEN BAY AVENUE,NULL,SAUKVILLE,WI,53080,262-268-0606,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Saukville - Chiropractic Care,NULL,WIMIL,830 E. GREEN BAY AVENUE,NULL,SAUKVILLE,WI,53080,262-268-0606,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension St. Vincent Cancer Care,NULL,ININD,8301 HARCOURT ROAD,NULL,INDIANAPOLIS,IN,46260,317-415-6760,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Indianapolis Primary and Specialty Care,NULL,ININD,8330 NAAB ROAD,SUITE 135,INDIANAPOLIS,IN,46260,317-415-6300,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Indianapolis Respiratory Care,NULL,ININD,8330 NAAB ROAD,SUITE 234,INDIANAPOLIS,IN,46260,317-338-5100,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Indianapolis Pediatric Heart Care,NULL,ININD,8333 NAAB ROAD,SUITE 320,INDIANAPOLIS,IN,46260,317-338-3000,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Indianapolis Heart Care Naab Road,NULL,ININD,8333 NAAB ROAD,SUITE 400,INDIANAPOLIS,IN,46260,317-338-6666,NULL,Outpatient Clinic,NULL,ACTIVE
The Ascension St. Vincent Wound Healing Center,NULL,ININD,8335 NAAB ROAD,SUITE 7,INDIANAPOLIS,IN,46260,317-338-9000,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Haubstadt Primary Care,NULL,INEVA,835 SOUTH NINTH AVENUE,NULL,HAUBSTADT,IN,47639,812-768-6162,NULL,Outpatient Clinic,NULL,ACTIVE
St. Vincent's Telehealth Virtual Clinic – Clay County,Ascension Alabama,ALBIR,83825 HIGHWAY 9,NULL,ASHLAND,AL,36251,NULL,CLAY,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension St. Vincent Stress Center,NULL,ININD,8401 HARCOURT ROAD,NULL,INDIANAPOLIS,IN,46260,317-338-4800,NULL,Outpatient Clinic,NULL,ACTIVE
Peyton Manning Children's Hospital at Ascension St. Vincent Indianapolis - Pediatric Orthopedic Surgeons of Indiana,NULL,ININD,8402 HARCOURT ROAD,SUITE 100,INDIANAPOLIS,IN,46260,317-338-7674,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital at Ascension St. Vincent Indianapolis - Pediatric Physiatry,NULL,ININD,8402 HARCOURT ROAD,SUITE 100,INDIANAPOLIS,IN,46260,317-338-9500,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital at Ascension St. Vincent Indianapolis - Pediatric Orthopedics,NULL,ININD,8402 HARCOURT ROAD,SUITE 100,INDIANAPOLIS,IN,46260,317-415-5500,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital at Ascension St. Vincent Indianapolis - Pediatric Developmental and Behavioral,NULL,ININD,8402 HARCOURT ROAD,SUITE 105,INDIANAPOLIS,IN,46260,317-582-8290,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital at Ascension St. Vincent Indianapolis - Pediatric Plastic and Craniofacial Surgery,NULL,ININD,8402 HARCOURT ROAD,SUITE 120,INDIANAPOLIS,IN,46260,317-338-6713,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital at Ascension St. Vincent Indianapolis - Endocrinology & Diabetes Center,NULL,ININD,8402 HARCOURT ROAD,SUITE 300,INDIANAPOLIS,IN,46260,317-338-3100,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital at Ascension St. Vincent Indianapolis - Indianapolis Pediatric Genetics,NULL,ININD,8402 HARCOURT ROAD,SUITE 300,INDIANAPOLIS,IN,46260,317-338-5288,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital at Ascension St. Vincent Indianapolis - Pediatric Nephrology and Hypertension Center,NULL,ININD,8402 HARCOURT ROAD,SUITE 320,INDIANAPOLIS,IN,46260,317-338-2487,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
"Peyton Manning Children's Hospital at Ascension St. Vincent Indianapolis - Pediatric Ear, Nose and Throat",NULL,ININD,8402 HARCOURT ROAD,SUITE 400,INDIANAPOLIS,IN,46260,317-338-6815,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital at Ascension St. Vincent Indianapolis - Pediatric Digestive Care,NULL,ININD,8402 HARCOURT ROAD,SUITE 402,INDIANAPOLIS,IN,46260,317-338-9450,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group - St. Vincent - Women's Gynecologic Cancer Care,NULL,ININD,8402 HARCOURT ROAD,SUITE 420,INDIANAPOLIS,IN,46260,317-415-6740,NULL,Outpatient Clinic,NULL,ACTIVE
Peyton Manning Children's Hospital at Ascension St. Vincent Indianapolis - Pediatric Lung Care and Sleep Medicine,NULL,ININD,8402 HARCOURT ROAD,SUITE 731,INDIANAPOLIS,IN,46260,317-338-2825,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital at Ascension St. Vincent Indianapolis - Pediatric Neurology,NULL,ININD,8402 HARCOURT ROAD,SUITE 830,INDIANAPOLIS,IN,46260,317-338-0900,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital at Ascension St. Vincent Indianapolis - Pediatric Plastic Surgery Care,NULL,ININD,8402 HARCOURT ROAD,SUITE 830,INDIANAPOLIS,IN,46260,317-338-6713,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital at Ascension St. Vincent Indianapolis - Minimally Invasive General Surgery,NULL,ININD,8402 HARCOURT ROAD,SUITE 830,INDIANAPOLIS,IN,46260,317-338-8857,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group - St. Vincent - Indianapolis Primary Care and Specialty Care,NULL,ININD,8414 NAAB ROAD,SUITE 130,INDIANAPOLIS,IN,46260,317-338-7510,NULL,Outpatient Clinic,NULL,ACTIVE
Peyton Manning Children's Hospital - Adolescent Medicine,NULL,ININD,8414 NAAB ROAD,SUITE 200,INDIANAPOLIS,IN,46260,317-338-6606,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital - Indianapolis Pediatric Care Clinic,NULL,ININD,8414 NAAB ROAD,SUITE 200,INDIANAPOLIS,IN,46260,317-338-7510,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital - Pediatric Neurology,NULL,ININD,8414 NAAB ROAD,SUITE 205,INDIANAPOLIS,IN,46260,317-338-1600,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
